Column1	Column2	Column3
16:28	みつきん	おう
16:28	みつきん	保存しとこ
16:28	なり	◎もらえるとおもわんかった
16:28	なり	なんでやねん
16:29	みつきん	消していいよ◎
16:29	なり	ん
16:29	なり	保存したの？笑笑
16:30	みつきん	した
16:30	なり	消しとき
16:30		メッセージの送信を取り消しました
16:30	みつきん	むり
16:30	なり	まってこれも微妙で笑った
16:30	みつきん	これはねらいすぎかな
16:30	なり	ちゃんとぶりっこしたの
16:30	みつきん	かわいい
16:31	みつきん	こういうのに弱い
16:31	みつきん	好きじゃない男はいない
16:31	なり	ぶりぶりしよ
16:31	なり	あったとき
16:31	みつきん	して
16:31	なり	まかして
16:32	みつきん	うわーい
16:32	なり	ぜったいむり
16:32	なり	緊張してつんつんするとおもう
16:32	みつきん	塩なり
16:32	なり	塩分過多なるかも
16:32	みつきん	俺も人見知りしよ
16:33	みつきん	よろしく
16:33	なり	だめじゃん
16:33	みつきん	緊張してめちゃ喋るか黙るかだ
16:33	なり	黙られるのは怖いからやだ
16:33	なり	多分なりが話せない
16:34	みつきん	だろうよ
16:34	なり	めっちゃ喋る方であって
16:34	みつきん	目つき悪く黙ってんの
16:34	なり	ずっとむすってしてるかもなり
16:34	なり	酒飲んでいこうかな
16:34	みつきん	顔ぶにーってしよ
16:34	みつきん	酒飲んでくんの
16:35	みつきん	おれもそうしよかな
16:35	なり	なゆかもったいないからやめとこ
16:36	みつきん	[写真]
16:36	みつきん	えそうなん
16:36	みつきん	6時間の道のりシラフまじ？
16:37	なり	それは飲んでwww
16:37	なり	1回横浜行くの？めんどくさいんだな
16:37	なり	ぶーんってまっすぐきてよね
16:37	みつきん	これ東京じゃね
16:38	なり	とうきょうか
16:38	みつきん	おう
16:38	なり	あは
16:38	なり	あほばれた
16:38	なり	わんちゃん
16:38	なり	新大阪とかから一緒に向かってもいいよ
16:38	みつきん	わんちゃん
16:39	みつきん	えーそうなん
16:39	なり	どうやっていくんやろまってね
16:39	みつきん	うれし
16:40	なり	なんばか
16:40	なり	なんばで合流できるかも
16:40		メッセージの送信を取り消しました
16:41	みつきん	いたい
16:42	みつきん	俺実はICOCA
16:42	なり	え、そうなん！？
16:42	なり	なんかうれしいな
16:42	みつきん	カード可愛いから
16:42	なり	なりもいこか
16:42	みつきん	どうせ見ないのに
16:43	なり	確かに見ないな
16:43	なり	[写真]
16:43	なり	これね
16:44	なり	恥ずかしくてよくわかんなくなって鼻の下伸ばしちゃうかも笑
16:44	みつきん	そう、！
16:44	みつきん	充電🈚️
16:44		メッセージの送信を取り消しました
16:45	みつきん	かんわい
16:45	みつきん	これもいい
16:45	みつきん	◎
16:45	なり	すぐのばす
16:45	なり	変な顔の方がいいの？笑
16:45	みつきん	かも
16:45	なり	ほんまや充電ないな
16:45	みつきん	あ俺ピアスふさがった
16:45	みつきん	そういえば
16:45	なり	ええ
